task,model,feature_set,n_features,accuracy,balanced_accuracy,macro_f1,risk_f1,non_risk_precision,non_risk_recall,risk_precision,risk_recall,non_risk_support,risk_support,roc_auc,pr_auc
binary_risk,ExtraTrees,event_only,10,0.9660238751147842,0.9377104377104377,0.9553736472709512,0.933572710951526,0.9553679131483716,1.0,1.0,0.8754208754208754,792,297,0.9377104377104377,0.9093970003060912
binary_risk,ExtraTrees,event_free,24,0.8797061524334252,0.8383838383838385,0.8452260706826873,0.7721739130434783,0.9075215782983971,0.9292929292929293,0.7985611510791367,0.7474747474747475,792,297,0.9390920994456348,0.874172996188899
binary_risk,ExtraTrees,all_features,34,0.9963269054178145,0.9932659932659933,0.9953507236476967,0.9932203389830508,0.9949748743718593,1.0,1.0,0.9865319865319865,792,297,0.9993835663027584,0.9986115754852875
