policy,high_risk_threshold,accuracy,balanced_accuracy,macro_f1,risk_f1,non_risk_precision,non_risk_recall,risk_precision,risk_recall,non_risk_support,risk_support,roc_auc,pr_auc
binary_hold_if_probability_above_threshold,0.5,0.8797061524334252,0.8383838383838385,0.8452260706826873,0.7721739130434783,0.9075215782983971,0.9292929292929293,0.7985611510791367,0.7474747474747475,792,297,0.9390920994456348,0.874172996188899
binary_hold_if_probability_above_threshold,0.6,0.8668503213957759,0.7937710437710438,0.817090757873594,0.7216890595009597,0.8739884393063584,0.9545454545454546,0.8392857142857143,0.632996632996633,792,297,0.9390920994456348,0.874172996188899
binary_hold_if_probability_above_threshold,0.7,0.8576675849403123,0.7537878787878789,0.7887519601720572,0.6680942184154176,0.8465723612622416,0.9823232323232324,0.9176470588235294,0.5252525252525253,792,297,0.9390920994456348,0.874172996188899
binary_hold_if_probability_above_threshold,0.8,0.8466483011937558,0.7188552188552189,0.7567626127325036,0.6088992974238876,0.8258602711157456,1.0,1.0,0.4377104377104377,792,297,0.9390920994456348,0.874172996188899
