sec,real_x,real_y,real_speed,real_node,real_edge,real_status,sim1_x,sim1_y,sim1_speed,sim1_node,sim1_edge,sim1_status,planned_real_x,planned_real_y,planned_real_u,planned_real_v,planned_real_tau,planned_real_available,real_sim_distance_m,real_edge_tuple,sim1_edge_tuple,real_edge_undir,sim1_edge_undir,same_physical_edge,opposite_edge_flag,close_distance_flag,very_close_flag,planned_to_sim_distance_m,planned_same_sim_edge,distance_delta_1s,distance_delta_3s,closing_speed_est,planned_distance_delta_1s,tms_action,tms_conflict_count,tms_horizon_s,tms_hold_s,tms_first_severity,dynamic_decision_action,safe_node_action,operator_event,hard_stop_event,hard_stop_operator,hard_stop_scanner,urgent_control_event,virtual_scanner_event,state_label,risk_binary,run_id
10,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
11,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
12,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
13,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
14,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
15,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
16,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
17,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,6.61078423753736e-05,6.61078423753736e-05,-6.61078423753736e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
18,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,6.61078423753736e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
19,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,6.61078423753736e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
20,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
21,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
22,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
23,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-6.61078423753736e-05,-6.61078423753736e-05,6.61078423753736e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
24,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-6.602516671705416e-05,-0.00013213300909242776,6.602516671705416e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
25,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-0.00013213300909242776,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
26,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-6.602516671705416e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
27,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,6.602516671705416e-05,6.602516671705416e-05,-6.602516671705416e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
28,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,6.61078423753736e-05,0.00013213300909242776,-6.61078423753736e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
29,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.00013213300909242776,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
30,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,6.61078423753736e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
31,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
32,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
33,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
34,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
35,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
36,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
37,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
38,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
39,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
40,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
41,-4.537339210510254,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38413430820984,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
42,-4.536689281463623,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384101243954248,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-3.306425559301829e-05,-3.306425559301829e-05,3.306425559301829e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
43,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-3.3043586782355305e-05,-6.61078423753736e-05,3.3043586782355305e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
44,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-6.61078423753736e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
45,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-3.3043586782355305e-05,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
46,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
47,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
48,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
49,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-6.602516671705416e-05,-6.602516671705416e-05,6.602516671705416e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
50,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0012983014288785455,0.0012322762621614913,-0.0012983014288785455,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
51,-4.5347394943237305,1.4496777057647705,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.3865987782721,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0012983016424712446,0.002530577904632736,-0.0012983016424712446,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
52,-4.5347394943237305,1.4496777057647705,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.3865987782721,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.00259660307134979,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
53,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-0.0012983016424712446,0.0,0.0012983016424712446,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
54,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-0.0012983014288785455,-0.00259660307134979,0.0012983014288785455,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
55,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-0.00259660307134979,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
56,-4.5347394943237305,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38400217520075,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-0.0012983014288785455,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
57,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0012983014288785455,0.0012983014288785455,-0.0012983014288785455,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
58,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0012983014288785455,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
59,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0012983014288785455,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
60,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
61,-4.5347394943237305,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.385300476629627,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
62,-4.536039352416992,1.4509776830673218,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.38536649759134,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,6.602096171093308e-05,6.602096171093308e-05,-6.602096171093308e-05,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
63,-4.536039352416992,1.4516276717185974,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384717348952634,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-0.0006491486387041334,-0.0005831276769932003,0.0006491486387041334,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
64,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,-0.000649148585168291,-0.0012322762621614913,0.000649148585168291,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
65,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-0.0012982972238724244,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
66,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,-0.000649148585168291,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
67,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
68,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
69,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
70,-4.536039352416992,1.452277660369873,0.0,5.0,29->5,IDLE,-3.5,21.81,0.0,,1->7,moving,,,5.0,29.0,,0,20.384068200367466,"(29, 5)","(1, 7)","(5, 29)","(1, 7)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
