sec,real_x,real_y,real_speed,real_node,real_edge,real_status,sim1_x,sim1_y,sim1_speed,sim1_node,sim1_edge,sim1_status,planned_real_x,planned_real_y,planned_real_u,planned_real_v,planned_real_tau,planned_real_available,real_sim_distance_m,real_edge_tuple,sim1_edge_tuple,real_edge_undir,sim1_edge_undir,same_physical_edge,opposite_edge_flag,close_distance_flag,very_close_flag,planned_to_sim_distance_m,planned_same_sim_edge,distance_delta_1s,distance_delta_3s,closing_speed_est,planned_distance_delta_1s,tms_action,tms_conflict_count,tms_horizon_s,tms_hold_s,tms_first_severity,dynamic_decision_action,safe_node_action,operator_event,hard_stop_event,hard_stop_operator,hard_stop_scanner,urgent_control_event,virtual_scanner_event,state_label,risk_binary,run_id
248,-5.1083807945251465,17.247706413269043,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.461538553237915,17.95085906982422,17.0,10.0,1.0,1,0.014878507706901673,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.7781569578876006,0,0.0011793226008695208,0.0011793226008695208,-0.0011793226008695208,0.0630972873875757,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
249,-5.107080936431885,17.245105743408203,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.4463624954223633,17.83447265625,10.0,8.0,0.0,1,0.016491771893120802,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.7505815688863748,0,0.0016132641862191283,0.002792586787088649,-0.0016132641862191283,-0.027575389001225803,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,1,0,0,1,1,deadlock,1,dataset2
250,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.727875720138968,17.996395572433563,10.0,8.0,0.5,1,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.5572422671132158,0,-0.0011646259441347347,0.0016279608429539145,0.0011646259441347347,-0.19333930177315906,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
251,-5.107080936431885,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.095770835876465,17.99343490600586,10.0,8.0,1.0,1,0.014186207675684516,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.2435445208853904,0,-0.0011409382733015509,-0.0006923000312171572,0.0011409382733015509,-0.3136977462278254,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
252,-5.1083807945251465,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.9282665252685547,18.006331125895183,10.0,8.0,0.6666666666666667,0,0.014877719729111163,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.3892334164157567,0,0.0006915120534266468,-0.0016140521640096387,-0.0006915120534266468,0.14568889553036635,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,1,0,0,1,1,deadlock,1,dataset2
253,-5.109030723571777,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.7607622146606445,18.019227345784504,10.0,8.0,0.33333333333333337,0,0.01525328802898292,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.539475237952089,0,0.00037556829987175737,-7.385792000314667e-05,-0.00037556829987175737,0.15024182153633237,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
254,-5.109680652618408,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-3.5932579040527344,18.032123565673828,8.0,3.0,0.0,1,0.015646848327492434,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.6930583405093937,0,0.0003935602985095134,0.0014606406518079176,-0.0003935602985095134,0.15358310255730467,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,1,0,0,1,1,deadlock,1,dataset2
255,-5.109680652618408,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.256410283547234,18.01664934136368,8.0,3.0,0.5,1,0.015646848327492434,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,1.1332086460537385,0,0.0,0.0007691285983812707,-0.0,-0.5598496944556552,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
256,-5.109680652618408,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.841372489929199,18.020977020263672,8.0,3.0,1.0,1,0.015646848327492434,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,0.803725210712465,0,0.0,0.0003935602985095134,-0.0,-0.32948343534127345,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
257,-5.109680652618408,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.841372489929199,18.020977020263672,8.0,3.0,0.9767441860465116,0,0.015646848327492434,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,0.803725210712465,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
258,-5.109680652618408,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.841372489929199,18.020977020263672,8.0,3.0,0.9534883720930233,0,0.015646848327492434,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,0.803725210712465,0,0.0,0.0,-0.0,0.0,sim_hold,7.0,10.0,0.35,0.8,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
259,-5.109680652618408,17.24705696105957,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01616283676004371,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0005159884325512745,0.0005159884325512745,-0.0005159884325512745,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
260,-5.109680652618408,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01668822271266244,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0005253859526187302,0.0010413743851700047,-0.0005253859526187302,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
261,-5.109680652618408,17.249006271362305,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014648450582830147,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,-0.002039772129832291,-0.0009983977446622865,0.002039772129832291,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
262,-5.109680652618408,17.249006271362305,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014648450582830147,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,-0.001514386177213561,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
263,-5.109680652618408,17.249006271362305,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014648450582830147,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,-0.002039772129832291,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
264,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0006786953661559198,0.0006786953661559198,-0.0006786953661559198,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
265,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0006786953661559198,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
266,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0006786953661559198,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
267,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
268,-5.107080936431885,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.015327145948986067,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
269,-5.107730865478516,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01563803130947218,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0003108853604861135,0.0003108853604861135,-0.0003108853604861135,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
270,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0003312973884366105,0.000642182748922724,-0.0003312973884366105,0.0,sim_hold,7.0,10.0,0.35,0.8,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
271,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.000642182748922724,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,1,deadlock,1,dataset2
272,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0003312973884366105,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
273,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,1,deadlock,1,dataset2
274,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,1,0,0,1,0,deadlock,1,dataset2
275,-5.1083807945251465,17.24640655517578,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01596932869790879,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
276,-5.1083807945251465,17.247706413269043,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014878507706901673,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,-0.0010908209910071177,-0.0010908209910071177,0.0010908209910071177,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,conflict_risk,1,dataset2
277,-5.1083807945251465,17.249006271362305,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.013823884628860575,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,-0.001054623078041099,-0.0021454440690482166,0.001054623078041099,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
278,-5.1083807945251465,17.248356819152832,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.01434577906956003,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0005218944406994563,-0.0016235496283487603,-0.0005218944406994563,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,conflict_risk,1,dataset2
279,-5.1083807945251465,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014877719729111163,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0005319406595511323,-7.879777905103746e-07,-0.0005319406595511323,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
280,-5.1083807945251465,17.24770736694336,0.0,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.014877719729111163,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.0,0.0010538351002505886,-0.0,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
281,-5.102087020874023,17.24718952178955,0.06275003403425215,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.012979368555867628,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,-0.0018983511732435353,-0.001366410513692403,0.0018983511732435353,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,conflict_risk,1,dataset2
282,-5.0957932472229,17.246671676635742,0.1255000680685043,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.013976443490026162,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,1,1,,0,0.000997074934158534,-0.0009012762390850013,-0.000997074934158534,0.0,sim_hold_live_close,0.0,0.0,0.0,0.0,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
283,-4.798158884048462,17.249117851257324,0.21249928325414658,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.3020372169785164,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,0,0,,0,0.28806077348849024,0.2871594972494052,-0.28806077348849024,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,conflict_risk,1,dataset2
284,-4.500524520874023,17.251564025878906,0.2994984984397888,4.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.5995348327934671,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,0,0,,0,0.2974976158149507,0.5865554642375994,-0.2974976158149507,0.0,sim_hold,7.0,10.0,0.35,0.8,none,no_safe_node_fallback_hold,0,0,0,0,0,0,fallback_hold,1,dataset2
285,-4.305473327636719,17.260842323303223,0.2977968007326126,11.0,18->4,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.7945271188607821,"(18, 4)","(4, 18)","(4, 18)","(4, 18)",1,1,0,0,,0,0.194992286067315,0.780550675370756,-0.194992286067315,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,conflict_risk,1,dataset2
286,-4.110422134399414,17.27012062072754,0.2960951030254364,18.0,4->18,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,0.9896296171045617,"(4, 18)","(4, 18)","(4, 18)","(4, 18)",1,0,0,0,,0,0.19510249824377957,0.6875924001260453,-0.19510249824377957,0.0,safe_node_tms,3.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
287,-3.644341468811035,17.279172897338867,0.2667408585548401,18.0,4->18,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.455784791586854,"(4, 18)","(4, 18)","(4, 18)","(4, 18)",1,0,0,0,,0,0.4661551744822924,0.856249958793387,-0.4661551744822924,0.0,safe_node_tms,3.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
288,-3.554937481880188,17.323826789855957,0.18059248849749565,18.0,4->18,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.546380303806942,"(4, 18)","(4, 18)","(4, 18)","(4, 18)",1,0,0,0,,0,0.09059551222008788,0.7518531849461598,-0.09059551222008788,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
289,-3.465533494949341,17.368480682373047,0.0944441184401512,18.0,4->18,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.6380625185201683,"(4, 18)","(4, 18)","(4, 18)","(4, 18)",1,0,0,0,,0,0.09168221471322635,0.6484329014156066,-0.09168221471322635,0.0,safe_node_tms,3.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
290,-3.4580254554748535,17.4939546585083,0.17144586518406862,17.5,4->18,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.658558165126052,"(4, 18)","(4, 18)","(4, 18)","(4, 18)",1,0,0,0,,0,0.020495646605883655,0.2027733735391979,-0.020495646605883655,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
291,-3.450517416000366,17.619428634643555,0.2484476119279861,17.0,18->17,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.6881888929618736,"(18, 17)","(4, 18)","(17, 18)","(4, 18)",0,0,0,0,,0,0.029630727835821657,0.14180858915493166,-0.029630727835821657,0.0,safe_node_tms,2.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
292,-3.5042340755462646,17.955062866210938,0.0825322419404983,10.0,17->10,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.7405692383910054,"(17, 10)","(4, 18)","(10, 17)","(4, 18)",0,0,0,0,,0,0.052380345429131836,0.10250671987083715,-0.052380345429131836,0.0,safe_node_tms,2.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
293,-3.5737390518188477,17.960058212280273,0.14804755151271815,9.0,17->10,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.6791527573523142,"(17, 10)","(4, 18)","(10, 17)","(4, 18)",0,0,0,0,,0,-0.06141648103869124,0.020594592226262254,0.06141648103869124,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
294,-3.64324402809143,17.96505355834961,0.213562861084938,8.0,10->8,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.618406154780908,"(10, 8)","(4, 18)","(8, 10)","(4, 18)",0,0,0,0,,0,-0.06074660257140607,-0.06978273818096548,0.06074660257140607,0.0,safe_node_tms,1.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
295,-3.851255774497986,17.972209930419922,0.2554671093821525,8.0,10->8,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.4375691724968827,"(10, 8)","(4, 18)","(8, 10)","(4, 18)",0,0,0,0,,0,-0.18083698228402545,-0.30300006589412276,0.18083698228402545,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
296,-4.059267520904541,17.979366302490234,0.297371357679367,8.0,10->8,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,,,8.0,3.0,,0,1.265152943403543,"(10, 8)","(4, 18)","(8, 10)","(4, 18)",0,0,0,0,,0,-0.17241622909333976,-0.4139998139487713,0.17241622909333976,0.0,safe_node_tms,1.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
297,-4.357671499252319,17.98246669769287,0.2963078022003174,5.5,10->8,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,held,-4.841372489929199,18.020977020263672,8.0,3.0,0.04651162790697676,0,1.0358618306982543,"(10, 8)","(4, 18)","(8, 10)","(4, 18)",0,0,0,0,0.803725210712465,0,-0.22929111270528857,-0.5825443240826538,0.22929111270528857,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
298,-4.656075477600098,17.985567092895508,0.2952442467212677,3.0,8->3,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.1,17.26,0.0,,4->18,moving,-4.841372489929199,18.020977020263672,8.0,3.0,0.023255813953488386,0,0.850597782668646,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,0.803725210712465,0,-0.18526404802960827,-0.5869713898282366,0.18526404802960827,0.0,clear,0.0,0.0,0.0,0.0,none,resume_original_goal,0,0,0,0,0,0,resume,0,dataset2
299,-4.841017723083496,17.98756504058838,0.19739672914147374,3.0,8->3,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.090115028887565,17.260201734104335,0.1495,,4->18,moving,-4.841372489929199,18.020977020263672,3.0,8.0,0.0,1,0.7688347334624308,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,0.8004073255026313,0,-0.08176304920621524,-0.4963182099411121,0.08176304920621524,-0.003317885209833782,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
300,-5.0259599685668945,17.98956298828125,0.0995492115616798,3.0,8->3,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.080230057775132,17.260403468208672,0.299,,4->18,held,-4.287630668320096,18.01601970403593,3.0,8.0,0.4765,1,0.7311763455522493,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,1.095066065591592,0,-0.0376583879101815,-0.304685485146005,0.0376583879101815,0.29465874008896076,safe_node_tms,4.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
301,-5.097848415374756,17.988083839416504,0.0497746057808399,3.0,8->3,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.080230057775132,17.260403468208672,0.1495,,4->18,held,-3.655567532638965,18.03076501204419,3.0,8.0,0.953,1,0.7278936248969874,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,1.6196049576202214,0,-0.003282720655261917,-0.12270415777165866,0.003282720655261917,0.5245388920286294,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
302,-5.169736862182617,17.986604690551758,0.0,3.0,8->3,VIRTUAL_SCANNER_DEADLOCK_STOP,-5.080230057775132,17.260403468208672,0.0,,4->18,held,-3.5932579040527344,18.032123565673828,3.0,8.0,1.0,1,0.7316964420904558,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,1.6753023890562129,0,0.003802817193468422,-0.037138291371974996,-0.003802817193468422,0.055697431435991485,safe_node_tms,4.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
303,-5.169736862182617,17.986604690551758,0.0,3.0,8->3,SERIES_DEST_SENT,-5.080230057775132,17.260403468208672,0.0,,4->18,held,-3.708423205784389,18.029936926705496,3.0,8.0,0.8571428571428572,0,0.7316964420904558,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,1.5729067940964696,0,0.0,0.0005200965382065048,-0.0,-0.10239559495974326,safe_node_tms,4.0,0.0,10.0,0.8,none,hold_at_safe_node,0,0,0,0,0,0,safe_node_hold,1,dataset2
304,-5.130242347717285,17.988850593566895,0.1218839734792709,3.0,8->3,SERIES_DEST_SENT,-5.080230057775132,17.260403468208672,0.0,,4->18,held,-3.8235885075160434,18.027750287737167,3.0,8.0,0.7142857142857143,0,0.7301619297032105,"(8, 3)","(4, 18)","(3, 8)","(4, 18)",0,0,0,0,1.4724025017902072,0,-0.0015345123872453348,0.002268304806223087,0.0015345123872453348,-0.10050429230626245,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset2
