sec,real_x,real_y,real_speed,real_node,real_edge,real_status,sim1_x,sim1_y,sim1_speed,sim1_node,sim1_edge,sim1_status,planned_real_x,planned_real_y,planned_real_u,planned_real_v,planned_real_tau,planned_real_available,real_sim_distance_m,real_edge_tuple,sim1_edge_tuple,real_edge_undir,sim1_edge_undir,same_physical_edge,opposite_edge_flag,close_distance_flag,very_close_flag,planned_to_sim_distance_m,planned_same_sim_edge,distance_delta_1s,distance_delta_3s,closing_speed_est,planned_distance_delta_1s,tms_action,tms_conflict_count,tms_horizon_s,tms_hold_s,tms_first_severity,dynamic_decision_action,safe_node_action,operator_event,hard_stop_event,hard_stop_operator,hard_stop_scanner,urgent_control_event,virtual_scanner_event,state_label,risk_binary,run_id
10,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
11,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
12,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
13,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
14,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
15,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
16,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
17,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
18,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
19,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
20,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
21,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
22,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
23,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
24,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
25,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
26,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
27,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
28,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
29,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
30,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
31,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
32,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
33,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
34,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
35,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
36,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
37,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
38,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
39,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
40,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
41,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
42,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
43,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
44,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
45,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
46,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
47,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
48,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
49,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
50,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
51,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
52,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
53,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
54,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
55,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
56,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
57,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
58,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
59,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
60,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
61,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
62,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
63,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
64,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
65,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
66,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
67,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
68,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
69,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
70,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
71,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
72,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
73,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
74,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
75,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
76,-4.460999488830566,-0.0308347977697849,0.0,6.0,,IDLE,-2.37,21.84,0.0,,2->11,moving,,,6.0,33.0,,0,21.970564253419333,None,"(2, 11)",None,"(2, 11)",0,0,0,0,,0,0.0,0.0,-0.0,0.0,clear,0.0,0.0,0.0,0.0,none,none,0,0,0,0,0,0,normal,0,dataset3
