u_node_id,v_node_id,pred_time_s,pred_energy_J,combo,source
1,7,16.23548126220703,4585.78662109375,0.9130200762198067,runtime_gnn_pt
2,11,16.123516082763672,4571.79443359375,0.9067700876431195,runtime_gnn_pt
3,8,9.681337356567383,2707.119140625,0.47294489807138895,runtime_gnn_pt
4,18,9.370450019836426,2636.8662109375,0.4533914542371683,runtime_gnn_pt
5,29,7.864201068878174,2185.21484375,0.3508609538159669,runtime_gnn_pt
6,33,6.668078899383545,1956.2244873046875,0.2785231843677892,runtime_gnn_pt
7,1,10.99221420288086,3150.443359375,0.565696437685207,runtime_gnn_pt
7,8,9.502347946166992,2740.757080078125,0.4668763831889451,runtime_gnn_pt
7,9,9.400738716125488,2655.678955078125,0.4561347685186719,runtime_gnn_pt
7,10,7.052217483520508,2005.8543701171875,0.3000798962767931,runtime_gnn_pt
8,3,7.012415409088135,1973.51611328125,0.29594144530017386,runtime_gnn_pt
8,7,6.953866004943848,2034.913818359375,0.29748612846156186,runtime_gnn_pt
8,9,5.558638572692871,1594.83447265625,0.20099168559179345,runtime_gnn_pt
8,10,6.190760612487793,1813.138916015625,0.24603482797907034,runtime_gnn_pt
9,7,4.7217512130737305,1351.3233642578125,0.14454517775385595,runtime_gnn_pt
9,8,5.45935583114624,1585.652587890625,0.1956755564032953,runtime_gnn_pt
9,10,4.612239360809326,1307.130859375,0.13629534751574512,runtime_gnn_pt
9,13,4.618556022644043,1296.695068359375,0.13586170614718274,runtime_gnn_pt
10,7,3.4567642211914062,966.2902221679688,0.05803643404228035,runtime_gnn_pt
10,8,5.38085412979126,1552.185791015625,0.18963655917520633,runtime_gnn_pt
10,9,3.5539090633392334,1016.1131591796875,0.06609854935985515,runtime_gnn_pt
10,17,3.3734138011932373,954.2725830078125,0.05327157755485428,runtime_gnn_pt
11,2,10.886847496032715,3124.98681640625,0.5589540284009936,runtime_gnn_pt
11,12,8.791093826293945,2475.144775390625,0.41479510659290264,runtime_gnn_pt
11,13,8.986699104309082,2553.734130859375,0.42950640216480557,runtime_gnn_pt
12,11,4.9781413078308105,1385.0081787109375,0.15897223271641311,runtime_gnn_pt
12,13,4.507295608520508,1278.6512451171875,0.1293611014080286,runtime_gnn_pt
12,14,4.805397033691406,1347.44873046875,0.1482107991792441,runtime_gnn_pt
12,15,4.122590065002441,1172.86279296875,0.10384420211296036,runtime_gnn_pt
13,9,5.239530086517334,1476.6466064453125,0.17769379574483096,runtime_gnn_pt
13,11,4.195107460021973,1190.6024169921875,0.10849995735025458,runtime_gnn_pt
13,12,5.082920074462891,1409.3924560546875,0.16561186458297633,runtime_gnn_pt
14,12,7.4658732414245605,2148.195068359375,0.329519634581684,runtime_gnn_pt
14,15,7.122456073760986,2060.564697265625,0.30721792412750826,runtime_gnn_pt
14,21,14.102204322814941,4090.14794921875,0.7778958542352388,runtime_gnn_pt
15,12,4.481479167938232,1273.4649658203125,0.12778272104505037,runtime_gnn_pt
15,14,4.939357280731201,1398.70849609375,0.1581063682474418,runtime_gnn_pt
15,16,5.1316938400268555,1434.1146240234375,0.16963913991747687,runtime_gnn_pt
16,15,5.663400650024414,1602.76123046875,0.20647780162151125,runtime_gnn_pt
16,17,3.800039529800415,1071.1524658203125,0.08153843566972348,runtime_gnn_pt
16,18,5.431304931640625,1576.298095703125,0.19370005213725355,runtime_gnn_pt
16,19,3.264777660369873,913.9607543945312,0.045334778317643556,runtime_gnn_pt
17,10,2.5847933292388916,723.6553344726562,0.0,runtime_gnn_pt
17,16,4.542502403259277,1300.0067138671875,0.13251399846920153,runtime_gnn_pt
17,18,5.289138317108154,1502.890380859375,0.1818669249157125,runtime_gnn_pt
17,19,3.2137749195098877,880.3976440429688,0.04058334624862644,runtime_gnn_pt
18,4,7.151072025299072,2030.479736328125,0.3064575753829749,runtime_gnn_pt
18,16,5.317754745483398,1518.068359375,0.1842769404251376,runtime_gnn_pt
18,17,6.009280204772949,1739.82373046875,0.23235777423131854,runtime_gnn_pt
18,19,4.221157073974609,1169.4512939453125,0.10824456793027915,runtime_gnn_pt
19,16,9.523303985595703,2681.704345703125,0.4637265172550973,runtime_gnn_pt
19,17,6.699151515960693,1892.969970703125,0.27555517738300894,runtime_gnn_pt
19,18,9.777172088623047,2783.098876953125,0.4827774443631539,runtime_gnn_pt
19,22,14.138858795166016,4028.448974609375,0.775299526513763,runtime_gnn_pt
20,21,11.748152732849121,3363.037841796875,0.6161673887793226,runtime_gnn_pt
20,22,9.05349063873291,2629.4033203125,0.43795020206970886,runtime_gnn_pt
20,23,12.11764907836914,3460.747314453125,0.6404025528614921,runtime_gnn_pt
21,14,16.51377296447754,4769.650390625,0.938996938715444,runtime_gnn_pt
21,20,12.099294662475586,3485.49169921875,0.6412718191234295,runtime_gnn_pt
22,19,17.457006454467773,5006.75244140625,0.9999999999528623,runtime_gnn_pt
22,20,12.391226768493652,3555.764892578125,0.6599345042722495,runtime_gnn_pt
23,20,11.61013412475586,3322.623291015625,0.606840431152313,runtime_gnn_pt
23,24,11.099316596984863,3197.897216796875,0.5740612945865108,runtime_gnn_pt
23,25,10.800420761108398,3095.889892578125,0.5528480965592115,runtime_gnn_pt
24,23,11.817570686340332,3326.797119140625,0.6168963274238861,runtime_gnn_pt
24,30,13.467538833618164,3785.6533203125,0.7266959980492873,runtime_gnn_pt
25,23,12.056227684020996,3449.790283203125,0.6367441318175812,runtime_gnn_pt
25,26,15.7904634475708,4467.95361328125,0.8838207864696408,runtime_gnn_pt
26,25,13.86406135559082,3972.968017578125,0.7584794189640359,runtime_gnn_pt
26,27,8.542448043823242,2474.560546875,0.4030510149862927,runtime_gnn_pt
26,28,8.690485954284668,2496.04833984375,0.411523874939953,runtime_gnn_pt
26,29,9.457143783569336,2750.894775390625,0.46545880215184177,runtime_gnn_pt
27,26,6.357318878173828,1820.23193359375,0.25437114738774835,runtime_gnn_pt
27,28,4.379873752593994,1256.0972900390625,0.12178391357326457,runtime_gnn_pt
27,29,5.899016857147217,1691.3265380859375,0.22377106062772784,runtime_gnn_pt
27,31,6.925488471984863,2003.9931640625,0.29398469652396675,runtime_gnn_pt
28,26,5.578920364379883,1566.4642333984375,0.199959171458807,runtime_gnn_pt
28,27,6.189091682434082,1728.258544921875,0.24001101878071185,runtime_gnn_pt
28,29,6.602992057800293,1919.3033447265625,0.27287364100081457,runtime_gnn_pt
28,34,3.4147493839263916,944.0987548828125,0.05450454281827492,runtime_gnn_pt
29,5,7.617432117462158,2142.264892578125,0.3362377875102941,runtime_gnn_pt
29,26,7.342645168304443,2133.223876953125,0.3226709560112004,runtime_gnn_pt
29,27,6.2514729499816895,1780.180419921875,0.24658391005961952,runtime_gnn_pt
29,28,6.472456455230713,1863.9814453125,0.26285473875538523,runtime_gnn_pt
30,24,12.417640686035156,3511.308349609375,0.6580638855171219,runtime_gnn_pt
30,31,7.1930155754089355,2079.058837890625,0.31183437437626255,runtime_gnn_pt
30,32,8.273506164550781,2374.01220703125,0.38334987037045787,runtime_gnn_pt
31,27,6.74155855178833,1950.747314453125,0.28159806194901255,runtime_gnn_pt
31,30,5.982990741729736,1732.52099609375,0.23060888743319843,runtime_gnn_pt
31,32,6.455721855163574,1844.509521484375,0.26070321304613253,runtime_gnn_pt
32,30,6.203420162200928,1775.57958984375,0.24399992375901033,runtime_gnn_pt
32,31,6.569991588592529,1863.7296142578125,0.2674278485285799,runtime_gnn_pt
32,35,5.81236457824707,1576.973388671875,0.21168293047544295,runtime_gnn_pt
33,6,6.679998397827148,1987.9146728515625,0.28130387553525005,runtime_gnn_pt
33,34,5.700606822967529,1618.7340087890625,0.20934778613389315,runtime_gnn_pt
33,35,6.06381368637085,1728.3597412109375,0.23412156700699988,runtime_gnn_pt
34,28,3.5869252681732178,1000.61767578125,0.06656719763013781,runtime_gnn_pt
34,33,5.733453273773193,1631.7578125,0.21180601444616992,runtime_gnn_pt
34,35,4.96495246887207,1377.6484375,0.15783596848299214,runtime_gnn_pt
35,32,5.637816429138184,1538.5792236328125,0.20077812691794744,runtime_gnn_pt
35,33,5.79603385925293,1638.1519775390625,0.21519940007907598,runtime_gnn_pt
35,34,5.186814308166504,1435.055908203125,0.1722994605214645,runtime_gnn_pt
