local_time,tick_ts,tick_ms,run_id,agent_id,agent_type,x,y,snap_node,edge_u,edge_v,edge_type,tau,status,hold_reason,speed_mps,requested_straight_speed_mps,power_W,battery,hold_remaining_s,current_goal,path,tms_action,tms_conflict_count,emergency_hold,emergency_reason
2026-05-19 16:35:10,1779201310.776202,1779201310776,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:12,1779201312.49138,1779201312491,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:14,1779201314.097017,1779201314097,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:15,1779201315.8169432,1779201315816,,REAL,physical,-4.535177230834961,1.4501186609268188,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:17,1779201317.4784472,1779201317478,,REAL,physical,-4.535177230834961,1.4501186609268188,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:19,1779201319.322334,1779201319322,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:21,1779201321.016196,1779201321016,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:22,1779201322.849421,1779201322849,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:24,1779201324.4065971,1779201324406,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:26,1779201326.100168,1779201326100,,REAL,physical,-4.535177230834961,1.4527186155319214,5,,,real_live_edge,,IDLE,,0.0,,238,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:27,1779201327.738276,1779201327738,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,238,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:29,1779201329.340648,1779201329340,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:30,1779201330.9872499,1779201330987,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:32,1779201332.6902819,1779201332690,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,239,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:34,1779201334.284151,1779201334284,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:35,1779201335.935797,1779201335935,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:37,1779201337.498564,1779201337498,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,238,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:39,1779201339.10431,1779201339104,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:40,1779201340.6746361,1779201340674,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:42,1779201342.356388,1779201342356,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:43,1779201343.9565508,1779201343956,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,238,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:45,1779201345.594956,1779201345594,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:47,1779201347.200547,1779201347200,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:48,1779201348.780618,1779201348780,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:50,1779201350.4136162,1779201350413,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:51,1779201351.9773939,1779201351977,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,239,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:53,1779201353.649461,1779201353649,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,239,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:55,1779201355.249276,1779201355249,,REAL,physical,-4.535177230834961,1.4514186382293701,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
2026-05-19 16:35:56,1779201356.859193,1779201356859,,REAL,physical,-4.532577037811279,1.4488186836242676,5,,,real_live_edge,,IDLE,,0.0,,237,81,,,[],no_real_goal,0,False,clear
