local_time,event,finalize_reason,segment_id,run_id,series_active,series_leg_start_node,series_leg_goal_node,edge_from,edge_to,timestamp_start,timestamp_end,sample_count,actual_time_s,GNN_pred_time_s,delay_s,actual_energy_J,GNN_pred_energy_J,extra_energy_J,mean_speed,std_speed,mean_signed_speed_xy,mean_power_W,peak_power_W,mean_current_mA,std_current_mA,operator_distance_min_m,operator_inside_radius,sim_conflict_count_max,conflict_label,brake_event,stop_ratio,stop_duration_s,reverse_motion_any,reverse_motion_ratio,scanner_violation_any,start_x,start_y,end_x,end_y,cost_source,trajectory_source,planner,astar_w,alpha_time,alpha_energy
2026-05-19 16:36:28,dynamic_edge_traversal,edge_changed,1,SER_20260519_163616,True,5,6,5,29,1779201383.247224,1779201386.516983,3,3.269758939743042,7.864201068878174,-4.594442129135132,921600.0,2185.21484375,919414.78515625,0.230579803387324,0.11568952016913564,0.230579803387324,291.3333333333333,298.0,,,9.0631888151545,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.87679123878479,1.4574527740478516,-3.13503360748291,1.4422457218170166,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:31,dynamic_edge_traversal,edge_changed,2,SER_20260519_163616,True,5,6,29,28,1779201388.102308,1779201389.905545,2,1.803236961364746,6.472456455230713,-4.669219493865967,478518.75,1863.9814453125,476654.7685546875,0.23525948822498322,0.04752961219503861,0.23525948822498322,301.0,302.0,,,9.24703362117701,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.027635097503662,1.270324468612671,-3.053100824356079,0.8769056797027588,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:33,dynamic_edge_traversal,edge_changed,3,SER_20260519_163616,True,5,6,28,34,1779201391.5555031,1779201391.5555031,1,0.0,3.4147493839263916,-3.4147493839263916,0.0,944.0987548828125,-944.0987548828125,0.25185102224349976,0.0,0.25185102224349976,295.0,295.0,,,10.017950534401459,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.0348281860351562,0.4249618351459503,-3.0348281860351562,0.4249618351459503,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:38,dynamic_edge_traversal,edge_changed,4,SER_20260519_163616,True,5,6,34,33,1779201393.090227,1779201396.950615,3,3.8603880405426025,5.733453273773193,-1.8730652332305908,1095075.0,1631.7578125,1093443.2421875,0.17867808789014816,0.09569300030644885,-0.06920230636994044,294.6666666666667,304.0,,,10.500881926836158,False,0.0,False,False,0.0,0.0,True,0.6666666666666666,False,-3.056809663772583,0.06466666609048843,-3.6038427352905273,0.012465410865843296,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:41,dynamic_edge_traversal,target_reached,5,SER_20260519_163616,True,5,6,33,6,1779201398.5470521,1779201401.761617,3,3.214564800262451,6.679998397827148,-3.4654335975646973,797962.5,1987.9146728515625,795974.5853271484,0.1314560150106748,0.15053217806208702,-0.1314560150106748,257.0,269.0,,,10.503871507895122,False,0.0,False,False,0.3333333333333333,1.0715216000874836,True,1.0,False,-4.243213653564453,-0.024199826642870903,-4.4612202644348145,-0.03064020536839962,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:47,dynamic_edge_traversal,edge_changed,6,SER_20260519_163616,True,6,5,33,6,1779201403.5352478,1779201405.824126,2,2.2888782024383545,6.679998397827148,-4.391120195388794,632025.0,1987.9146728515625,630037.0853271484,0.14953653514385223,0.21147659607071678,0.14953653514385223,293.5,297.0,,,10.561105473312487,False,0.0,False,False,0.5,1.1444391012191772,False,0.0,False,-4.460518836975098,-0.030613064765930176,-4.104678630828857,-0.028978442773222923,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:52,dynamic_edge_traversal,edge_changed,7,SER_20260519_163616,True,6,5,6,33,1779201407.488105,1779201410.8603468,3,3.372241735458374,6.668078899383545,-3.295837163925171,1084443.75,1956.2244873046875,1082487.5255126953,0.18917187054951987,0.1041388281318117,0.18917187054951987,293.0,297.0,,,10.012387941550353,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.5137171745300293,-0.014839128591120243,-3.053781509399414,0.20657765865325928,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:54,dynamic_edge_traversal,edge_changed,8,SER_20260519_163616,True,6,5,33,34,1779201412.905793,1779201412.905793,1,0.0,5.700606822967529,-5.700606822967529,0.0,1618.7340087890625,-1618.7340087890625,0.2799290120601654,0.0,0.2799290120601654,290.0,290.0,,,9.431042277722419,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.0551605224609375,0.6386289000511169,-3.0551605224609375,0.6386289000511169,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:36:56,dynamic_edge_traversal,edge_changed,9,SER_20260519_163616,True,6,5,34,28,1779201414.558155,1779201414.558155,1,0.0,3.5869252681732178,-3.5869252681732178,0.0,1000.61767578125,-1000.61767578125,0.26418831944465637,0.0,0.26418831944465637,295.0,295.0,,,9.148375344153921,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.0529117584228516,1.2091407775878906,-3.0529117584228516,1.2091407775878906,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 16:37:01,dynamic_edge_traversal,edge_changed,10,SER_20260519_163616,True,6,5,28,29,1779201416.2995992,1779201418.8249788,2,2.5253796577453613,6.602992057800293,-4.077612400054932,630506.25,1919.3033447265625,628586.9466552734,0.21398825198411942,0.09806736087213312,-0.21398825198411942,293.0,300.0,,,9.044007266658893,False,0.0,False,False,0.0,0.0,True,1.0,False,-3.145740032196045,1.3862688541412354,-3.3836865425109863,1.4664077758789062,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
