local_time,event,run_id,reason,was_active,index
2026-05-19 16:36:14,sim_series_stop,,restart_sim_series,False,0
2026-05-19 16:36:14,sim_series_start,SIMSER_20260519_163614,SIM1,"[1, 2, 3, 4, 5, 6]",True,0.299
2026-05-19 16:36:22,sim_send_route,SIMSER_20260519_163614,SIM1,1,5,1->7->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:36:23,sim_series_stop,SIMSER_20260519_163614,restart_sim_series,True,4
2026-05-19 16:36:23,sim_series_start,SIMSER_20260519_163623,SIM1,"[1, 2, 3, 4, 5, 6]",True,0.299
2026-05-19 16:36:24,sim_send_route,SIMSER_20260519_163623,SIM1,1,2,1->7->10->9->13->11->2,1,0.299
2026-05-19 16:37:12,sim_send_route,SIMSER_20260519_163623,SIM1,2,4,2->11->12->15->16->18->4,3,0.299
2026-05-19 16:37:12,sim_send_route,SIMSER_20260519_163623,SIM1,2,4,2->11->12->15->16->18->4,3,0.299
2026-05-19 16:37:51,sim_send_route,SIMSER_20260519_163623,SIM1,4,6,4->18->19->22->20->23->24->30->32->35->33->6,5,0.299
2026-05-19 16:37:51,sim_send_route,SIMSER_20260519_163623,SIM1,4,6,4->18->19->22->20->23->24->30->32->35->33->6,5,0.299
2026-05-19 16:40:52,sim_send_route,SIMSER_20260519_163623,SIM1,6,1,6->33->34->28->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:40:52,sim_send_route,SIMSER_20260519_163623,SIM1,6,1,6->33->34->28->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:43:13,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:43:13,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:43:36,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:43:36,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:45:50,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:45:50,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:48:23,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:48:23,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:48:46,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:48:46,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:51:28,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:51:28,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:53:19,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:53:19,sim_send_route,SIMSER_20260519_163623,SIM1,1,3,1->7->8->3,2,0.299
2026-05-19 16:54:44,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:54:44,sim_send_route,SIMSER_20260519_163623,SIM1,3,5,3->8->10->17->19->22->20->23->25->26->29->5,4,0.299
2026-05-19 16:56:32,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
2026-05-19 16:56:32,sim_send_route,SIMSER_20260519_163623,SIM1,5,1,5->29->26->25->23->20->22->19->17->10->7->1,0,0.299
