local_time,command,dest,attempt,write_ok,accepted,going_to_id,target_reached,speed,dest_dtype,trigger_dtype,trigger_hold_s,label
2026-05-19 16:36:20,SEND_DEST,6,1,True,True,6,0,-0.29652053117752075,uint32,uint32,1.0,V99_series_idx0
2026-05-19 16:36:43,SEND_DEST,5,1,True,True,5,0,0.29652053117752075,uint32,uint32,1.0,V99_series_idx1
2026-05-19 16:36:49,SEND_DEST,5,1,True,True,5,0,0.17952893674373627,uint32,uint32,1.0,V99_series_auto_resend1_idx1
2026-05-19 16:37:08,SEND_DEST,4,1,True,True,4,0,-0.2986476421356201,uint32,uint32,1.0,V99_series_idx2
2026-05-19 16:37:14,SEND_DEST,4,1,True,True,4,0,-0.18973910808563232,uint32,uint32,1.0,V99_series_auto_resend1_idx2
2026-05-19 16:38:07,SEND_DEST,4,1,True,True,4,0,0.0,uint32,uint32,1.0,V141 instant resume original goal after operator clear
2026-05-19 16:38:11,SEND_DEST,4,1,True,True,4,0,-0.2969459295272827,uint32,uint32,1.0,V141 instant resume second pulse after operator clear
2026-05-19 16:38:49,SEND_DEST,3,1,True,True,3,0,0.2765255868434906,uint32,uint32,1.0,V99_series_idx3
2026-05-19 16:38:55,SEND_DEST,3,1,True,True,3,0,0.12635092437267303,uint32,uint32,1.0,V99_series_auto_resend1_idx3
2026-05-19 16:39:12,SEND_DEST,2,1,True,True,2,0,-0.18718655407428741,uint32,uint32,1.0,V99_series_idx4
2026-05-19 16:39:38,SEND_DEST,1,1,True,True,1,0,-0.09954921156167984,uint32,uint32,1.0,V99_series_idx5
2026-05-19 16:39:44,SEND_DEST,1,1,True,True,1,0,0.29737135767936707,uint32,uint32,1.0,V99_series_auto_resend1_idx5
2026-05-19 16:40:17,SEND_DEST,6,1,True,True,6,0,0.09954921156167984,uint32,uint32,1.0,V99_series_idx0
2026-05-19 16:40:25,SEND_DEST,6,1,True,True,6,0,-0.2986476421356201,uint32,uint32,1.0,V99_series_auto_resend1_idx0
2026-05-19 16:40:59,SEND_DEST,6,1,True,True,6,0,0.0,uint32,uint32,1.0,V141 instant resume original goal after operator clear
2026-05-19 16:41:03,SEND_DEST,6,1,True,True,6,0,-0.28673577308654785,uint32,uint32,1.0,V141 instant resume second pulse after operator clear
2026-05-19 16:41:28,SEND_DEST,6,1,True,True,6,0,0.0,uint32,uint32,1.0,V141 instant resume original goal after operator clear
