macro_f1,risk_recall,risk_precision,accuracy,balanced_accuracy
0.8452260706826873,0.7474747474747475,0.7985611510791367,0.8797061524334252,0.8383838383838385
0.817090757873594,0.632996632996633,0.8392857142857143,0.8668503213957759,0.7937710437710438
0.7887519601720572,0.5252525252525253,0.9176470588235294,0.8576675849403123,0.7537878787878789
0.7567626127325036,0.4377104377104377,1.0,0.8466483011937558,0.7188552188552189
