local_time,action,safe_node_tms_enable,source
2026-05-19 16:09:49,set_enable,1,dashboard
2026-05-19 16:11:47,no_safe_node_fallback_hold,SIM1,4,5,20->22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 20, 22]","[[17, 18], [18, 4], [19, 17], [20, 22], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 9.05349063873291, ""a_exit_s"": 26.510497093200684, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:49,no_safe_node_fallback_hold,SIM1,4,5,20->22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 20, 22]","[[17, 18], [18, 4], [19, 17], [20, 22], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 9.05349063873291, ""a_exit_s"": 26.510497093200684, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:51,no_safe_node_fallback_hold,SIM1,4,5,20->22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 20, 22]","[[17, 18], [18, 4], [19, 17], [20, 22], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 9.05349063873291, ""a_exit_s"": 26.510497093200684, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:53,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:55,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:57,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:11:59,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:12:01,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:12:03,no_safe_node_fallback_hold,SIM1,4,5,22->19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19, 22]","[[17, 18], [18, 4], [19, 17], [22, 19]]","{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""22->19"", ""edge_b"": ""19->22"", ""u"": 22, ""v"": 19, ""physical_edge"": ""19-22"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 17.457006454467773, ""b_enter_s"": 13.591607093811035, ""b_exit_s"": 27.73046588897705, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}"
2026-05-19 16:12:05,no_safe_node_fallback_hold,SIM1,4,5,19->17->18->4,4->18->19->22->20->23->25->26->29->5,"[4, 17, 18, 19]","[[17, 18], [18, 4], [19, 17]]","{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.8795589953075695, ""edge_a"": ""19->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}"
