local_time,tick_ts,tick_ms,run_id,agent_id,agent_type,x,y,snap_node,edge_u,edge_v,edge_type,tau,status,hold_reason,speed_mps,requested_straight_speed_mps,power_W,battery,hold_remaining_s,current_goal,path,tms_action,tms_conflict_count,emergency_hold,emergency_reason
2026-05-19 16:08:29,1779199709.937273,1779199709937,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:31,1779199711.5843241,1779199711584,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:33,1779199713.522418,1779199713522,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:35,1779199715.1386812,1779199715138,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:36,1779199716.934635,1779199716934,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:38,1779199718.583328,1779199718583,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,237,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:40,1779199720.2150998,1779199720215,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:41,1779199721.832302,1779199721832,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:43,1779199723.459316,1779199723459,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:45,1779199725.098531,1779199725098,,REAL,physical,-4.536039352416992,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:46,1779199726.757376,1779199726757,,REAL,physical,-4.537339210510254,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:48,1779199728.341439,1779199728341,,REAL,physical,-4.537339210510254,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:50,1779199730.117467,1779199730117,,REAL,physical,-4.537339210510254,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:51,1779199731.8484259,1779199731848,,REAL,physical,-4.537339210510254,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,238,82,,,[],no_real_goal,0,False,clear
2026-05-19 16:08:53,1779199733.4778671,1779199733477,,REAL,physical,-4.5347394943237305,1.452277660369873,5,29,5,real_live_edge,,IDLE,,0.0,,239,83,,,[],no_real_goal,0,False,clear
