local_time,action,sim,real_start,real_goal,real_route,sim_route,conflict_count,first_conflict,horizon_s,hold_s
2026-05-19 16:12:06,sim_hold,SIM1,19,4,19->17->18->4,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.8795589953075695, ""edge_a"": ""19->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:08,sim_hold,SIM1,19,4,19->17->18->4,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.8795589953075695, ""edge_a"": ""19->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:10,sim_hold,SIM1,19,4,19->17->18->4,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.8795589953075695, ""edge_a"": ""19->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:12,sim_hold,SIM1,19,4,19->17->18->4,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.8795589953075695, ""edge_a"": ""19->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:14,sim_hold,SIM1,18,4,18->4,4->18->19->22->20->23->25->26->29->5,4,"{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""18->4"", ""edge_b"": ""4->18"", ""u"": 18, ""v"": 4, ""physical_edge"": ""4-18"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 7.151072025299072, ""b_enter_s"": 0.0, ""b_exit_s"": 9.370450019836426, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}",10.0,0.35
2026-05-19 16:12:15,sim_hold,SIM1,18,4,18->4,4->18->19->22->20->23->25->26->29->5,4,"{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""18->4"", ""edge_b"": ""4->18"", ""u"": 18, ""v"": 4, ""physical_edge"": ""4-18"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 7.151072025299072, ""b_enter_s"": 0.0, ""b_exit_s"": 9.370450019836426, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}",10.0,0.35
2026-05-19 16:12:17,sim_hold,SIM1,18,4,18->4,4->18->19->22->20->23->25->26->29->5,4,"{""type"": ""edge_time_overlap"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""edge_a"": ""18->4"", ""edge_b"": ""4->18"", ""u"": 18, ""v"": 4, ""physical_edge"": ""4-18"", ""direction"": ""opposite"", ""a_enter_s"": 0.0, ""a_exit_s"": 7.151072025299072, ""b_enter_s"": 0.0, ""b_exit_s"": 9.370450019836426, ""priority_a"": 1, ""priority_b"": 3, ""severity"": 1.0}",10.0,0.35
2026-05-19 16:12:19,sim_hold_live_close,SIM1,0.3638650818618337,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:21,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:21,sim_hold_live_close,SIM1,0.030454200010827458,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:23,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:23,sim_hold_live_close,SIM1,0.014648450582830147,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:25,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:25,sim_hold_live_close,SIM1,0.015327145948986067,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:27,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:27,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:29,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:29,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:31,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:31,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:33,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:33,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:34,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:34,sim_hold_live_close,SIM1,0.013699185106032153,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:36,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:36,sim_hold_live_close,SIM1,0.013699185106032153,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:38,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:38,sim_hold_live_close,SIM1,0.0164917718931208,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:40,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:40,sim_hold_live_close,SIM1,0.014186207675684515,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:41,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:41,sim_hold_live_close,SIM1,0.014877719729111161,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:43,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:43,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:45,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:45,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:47,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:47,sim_hold_live_close,SIM1,0.015646848327492434,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:48,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:48,sim_hold_live_close,SIM1,0.01668822271266244,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:50,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:50,sim_hold_live_close,SIM1,0.014648450582830147,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:52,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:52,sim_hold_live_close,SIM1,0.014648450582830147,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:53,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:53,sim_hold_live_close,SIM1,0.015327145948986067,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:55,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:55,sim_hold_live_close,SIM1,0.015327145948986067,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:57,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:57,sim_hold_live_close,SIM1,0.015327145948986067,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:12:59,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:12:59,sim_hold_live_close,SIM1,0.01596932869790879,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:01,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:01,sim_hold_live_close,SIM1,0.01596932869790879,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:02,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:02,sim_hold_live_close,SIM1,0.01596932869790879,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:04,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:04,sim_hold_live_close,SIM1,0.01596932869790879,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:06,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:06,sim_hold_live_close,SIM1,0.013823884628860575,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:08,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:08,sim_hold_live_close,SIM1,0.014877719729111161,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:09,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:09,sim_hold_live_close,SIM1,0.014877719729111161,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:11,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:11,sim_hold_live_close,SIM1,0.01397644349002616,0.4,SIM close to REAL; REAL keeps priority
2026-05-19 16:13:13,sim_hold,SIM1,4,3,4->18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,7,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.0, ""edge_a"": ""4->18"", ""edge_b"": ""4->18"", ""severity"": 0.8}",10.0,0.35
2026-05-19 16:13:15,safe_node_tms,SIM1,18,3,18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,3,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.6733040707903096, ""edge_a"": ""18->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:16,safe_node_tms,SIM1,18,3,18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,3,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.6733040707903096, ""edge_a"": ""18->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:18,safe_node_tms,SIM1,18,3,18->17->10->8->3,4->18->19->22->20->23->25->26->29->5,3,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.6733040707903096, ""edge_a"": ""18->17"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:20,safe_node_tms,SIM1,17,3,17->10->8->3,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.9055686002267102, ""edge_a"": ""17->10"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:21,safe_node_tms,SIM1,10,3,10->8->3,4->18->19->22->20->23->25->26->29->5,2,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.888801696668499, ""edge_a"": ""10->8"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:23,safe_node_tms,SIM1,8,3,8->3,4->18->19->22->20->23->25->26->29->5,1,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.7472737634751732, ""edge_a"": ""8->3"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:25,safe_node_tms,SIM1,8,3,8->3,4->18->19->22->20->23->25->26->29->5,1,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 1.0, ""distance_m"": 0.7472737634751732, ""edge_a"": ""8->3"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:29,safe_node_tms,SIM1,3,2,3->8->9->13->11->2,4->18->19->22->20->23->25->26->29->5,4,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.7506214306455427, ""edge_a"": ""3->8"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
2026-05-19 16:13:31,safe_node_tms,SIM1,3,2,3->8->9->13->11->2,4->18->19->22->20->23->25->26->29->5,4,"{""type"": ""future_coordinate_distance"", ""agv_a"": ""REAL"", ""agv_b"": ""SIM1"", ""t_s"": 0.0, ""distance_m"": 0.7506214306455427, ""edge_a"": ""3->8"", ""edge_b"": ""4->18"", ""severity"": 0.8}",hold_SIM1_at_safe_node_4,10.0
