local_time,event,run_id,reason,was_active,completed_count,current_goal
2026-05-19 15:36:36,series_stop,,restart_series,False,0,
2026-05-19 15:36:36,series_start,SER_20260519_153636,"[5, 4, 3, 2, 1, 6]",True,6
2026-05-19 15:36:40,send_goal,SER_20260519_153636,5,0,True,6,True,0
2026-05-19 15:36:47,auto_resend_goal,SER_20260519_153636,5,0,True,1,6,6,True,0.0,2.001,False,False,False,False,True,6
2026-05-19 15:36:58,goal_reached,SER_20260519_153636,5,0,1,5,5,False,0.2986476421356201,11.216,True,False,True,True,False,6
2026-05-19 15:37:03,send_goal,SER_20260519_153636,4,1,True,5,True,0
2026-05-19 15:37:10,auto_resend_goal,SER_20260519_153636,4,1,True,1,5,4,False,0.0,2.146,False,False,True,False,False,5
2026-05-19 15:39:00,resend_goal,SER_20260519_153636,4,1,True
2026-05-19 15:39:13,goal_reached,SER_20260519_153636,4,1,1,4,4,False,0.2960951030254364,13.209,True,False,True,True,False,5
2026-05-19 15:39:18,send_goal,SER_20260519_153636,3,2,True,4,True,0
2026-05-19 15:39:24,auto_resend_goal,SER_20260519_153636,3,2,True,1,4,3,False,0.0,2.142,False,False,True,False,False,4
2026-05-19 15:39:36,goal_reached,SER_20260519_153636,3,2,1,3,3,False,0.29652053117752075,11.806,True,False,True,True,False,4
2026-05-19 15:39:41,send_goal,SER_20260519_153636,2,3,True,3,True,0
2026-05-19 15:39:46,auto_resend_goal,SER_20260519_153636,2,3,True,1,3,2,False,0.0,2.15,False,False,True,False,False,3
2026-05-19 15:40:03,goal_reached,SER_20260519_153636,2,3,1,2,2,False,0.2977967858314514,16.123,True,False,True,True,False,3
2026-05-19 15:40:07,send_goal,SER_20260519_153636,1,4,True,2,True,0
2026-05-19 15:40:14,auto_resend_goal,SER_20260519_153636,1,4,True,1,2,1,True,0.0,2.764,False,False,True,False,True,2
2026-05-19 15:40:43,goal_reached,SER_20260519_153636,1,4,1,1,1,False,0.2986476421356201,29.48,True,False,True,True,False,2
2026-05-19 15:40:48,send_goal,SER_20260519_153636,6,5,True,1,True,0
2026-05-19 15:40:55,auto_resend_goal,SER_20260519_153636,6,5,True,1,1,6,True,0.0,2.928,False,False,True,False,True,1
2026-05-19 15:43:14,resend_goal,SER_20260519_153636,6,5,True
2026-05-19 15:43:36,goal_reached,SER_20260519_153636,6,5,1,6,6,False,0.20207639038562775,21.904,True,False,True,True,False,1
2026-05-19 15:43:37,loop_restart,SER_20260519_153636,6
2026-05-19 15:43:41,send_goal,SER_20260519_153636,5,0,True,6,True,0
2026-05-19 15:43:59,goal_reached,SER_20260519_153636,5,0,0,5,5,False,0.2986476421356201,18.149,True,False,True,True,False,6
2026-05-19 15:44:04,send_goal,SER_20260519_153636,4,1,True,5,True,0
2026-05-19 15:44:10,auto_resend_goal,SER_20260519_153636,4,1,True,1,5,4,True,0.0,2.147,False,False,True,False,True,5
2026-05-19 15:45:45,goal_reached,SER_20260519_153636,4,1,1,4,4,False,0.2960951030254364,95.311,True,False,True,True,False,5
2026-05-19 15:45:50,send_goal,SER_20260519_153636,3,2,True,4,True,0
2026-05-19 15:46:07,goal_reached,SER_20260519_153636,3,2,0,3,3,False,0.2969459295272827,17.087,True,False,True,True,False,4
2026-05-19 15:46:11,send_goal,SER_20260519_153636,2,3,True,3,True,0
2026-05-19 15:46:17,auto_resend_goal,SER_20260519_153636,2,3,True,1,3,2,False,0.0,2.138,False,False,True,False,False,3
2026-05-19 15:46:34,goal_reached,SER_20260519_153636,2,3,1,2,2,False,0.2969459295272827,16.757,True,False,True,True,False,3
2026-05-19 15:46:39,send_goal,SER_20260519_153636,1,4,True,2,True,0
2026-05-19 15:46:45,auto_resend_goal,SER_20260519_153636,1,4,True,1,2,1,True,0.0,2.146,False,False,True,False,True,2
2026-05-19 15:46:51,auto_resend_goal,SER_20260519_153636,1,4,True,2,2,1,False,0.0,2.137,False,False,True,False,False,2
2026-05-19 15:47:17,goal_reached,SER_20260519_153636,1,4,2,1,1,False,0.29822221398353577,26.002,True,False,True,True,False,2
2026-05-19 15:47:22,send_goal,SER_20260519_153636,6,5,True,1,True,0
2026-05-19 15:47:29,auto_resend_goal,SER_20260519_153636,6,5,True,1,1,6,True,0.0,3.072,False,False,True,False,True,1
2026-05-19 15:47:35,auto_resend_goal,SER_20260519_153636,6,5,True,2,1,6,True,0.0,2.003,False,False,True,False,True,1
2026-05-19 15:49:07,goal_reached,SER_20260519_153636,6,5,2,6,6,False,0.29566967487335205,91.862,True,False,True,True,False,1
2026-05-19 15:49:08,loop_restart,SER_20260519_153636,12
2026-05-19 15:49:12,send_goal,SER_20260519_153636,5,0,True,6,True,0
2026-05-19 15:49:17,auto_resend_goal,SER_20260519_153636,5,0,True,1,6,5,False,0.0,2.001,False,False,True,False,False,6
2026-05-19 15:49:30,goal_reached,SER_20260519_153636,5,0,1,5,5,False,0.2994984984397888,12.463,True,False,True,True,False,6
2026-05-19 15:49:34,send_goal,SER_20260519_153636,4,1,True,5,True,0
2026-05-19 15:49:40,auto_resend_goal,SER_20260519_153636,4,1,True,1,5,4,False,0.0,2.005,False,False,True,False,False,5
2026-05-19 15:51:17,goal_reached,SER_20260519_153636,4,1,1,4,4,False,0.2969459295272827,96.555,True,False,True,True,False,5
2026-05-19 15:51:21,send_goal,SER_20260519_153636,3,2,True,4,True,0
2026-05-19 15:51:39,goal_reached,SER_20260519_153636,3,2,0,3,3,False,0.2888628840446472,18.106,True,False,True,True,False,4
2026-05-19 15:51:44,send_goal,SER_20260519_153636,2,3,True,3,True,0
2026-05-19 15:51:50,auto_resend_goal,SER_20260519_153636,2,3,True,1,3,2,False,0.0,2.001,False,False,True,False,False,3
2026-05-19 15:52:33,auto_resend_goal,SER_20260519_153636,2,3,False,2,,,False,0.0,33.668,False,False,False,False,False,3
2026-05-19 15:52:45,auto_resend_goal,SER_20260519_153636,2,3,False,3,,,False,0.0,2.153,False,False,False,False,False,3
