local_time,event,finalize_reason,segment_id,run_id,series_active,series_leg_start_node,series_leg_goal_node,edge_from,edge_to,timestamp_start,timestamp_end,sample_count,actual_time_s,GNN_pred_time_s,delay_s,actual_energy_J,GNN_pred_energy_J,extra_energy_J,mean_speed,std_speed,mean_signed_speed_xy,mean_power_W,peak_power_W,mean_current_mA,std_current_mA,operator_distance_min_m,operator_inside_radius,sim_conflict_count_max,conflict_label,brake_event,stop_ratio,stop_duration_s,reverse_motion_any,reverse_motion_ratio,scanner_violation_any,start_x,start_y,end_x,end_y,cost_source,trajectory_source,planner,astar_w,alpha_time,alpha_energy
2026-05-19 15:36:52,dynamic_edge_traversal,edge_changed,1,SER_20260519_153636,True,6,5,6,33,1779197807.283154,1779197810.23896,2,2.955806016921997,6.668078899383545,-3.712272882461548,703350.0,1956.2244873046875,701393.7755126953,0.22611287236213684,0.07129438668242152,0.22611287236213684,260.5,261.0,,,10.023202287208102,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.2890074253082275,-0.01995028927922249,-3.0674686431884766,0.11967147141695023,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:36:54,dynamic_edge_traversal,edge_changed,2,SER_20260519_153636,True,6,5,33,28,1779197812.26263,1779197812.26263,1,0.0,4.0,-4.0,0.0,300.0,-300.0,0.29396799206733704,0.0,0.29396799206733704,257.0,257.0,,,9.101872152596851,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.0357680320739746,1.0163421630859375,-3.0357680320739746,1.0163421630859375,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:36:58,dynamic_edge_traversal,edge_changed,3,SER_20260519_153636,True,6,5,28,29,1779197814.3539982,1779197816.645448,2,2.291449785232544,6.602992057800293,-4.311542272567749,708975.0,1919.3033447265625,707055.6966552734,0.20080012828111649,0.03429348925060149,-0.024249158799648285,266.5,271.0,,,9.046050763595764,False,0.0,False,False,0.0,0.0,True,0.5,False,-3.1035449504852295,1.3420698642730713,-3.299914598464966,1.4660964012145996,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:02,dynamic_edge_traversal,target_reached,4,SER_20260519_153636,True,6,5,29,5,1779197818.74701,1779197822.986423,3,4.239413022994995,7.617432117462158,-3.378019094467163,948262.5,2142.264892578125,946120.2351074219,0.13273228456576666,0.1520639365161486,-0.13273228456576666,227.0,244.0,,,9.073128985461768,False,0.0,False,False,0.3333333333333333,1.413137674331665,True,1.0,False,-4.011518955230713,1.452420711517334,-4.536270618438721,1.4410996437072754,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:09,dynamic_edge_traversal,edge_changed,5,SER_20260519_153636,True,5,4,29,5,1779197824.878983,1779197827.642192,2,2.7632088661193848,7.617432117462158,-4.854223251342773,705712.5,2142.264892578125,703570.2351074219,0.14911110699176788,0.21087494980822377,0.14911110699176788,264.5,270.0,,,9.04399118955337,False,0.0,False,False,0.5,1.3816044330596924,False,0.0,False,-4.530767440795898,1.4413323402404785,-4.210324287414551,1.448026418685913,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:13,dynamic_edge_traversal,edge_changed,6,SER_20260519_153636,True,5,4,5,29,1779197829.609254,1779197831.7136698,2,2.1044158935546875,7.864201068878174,-5.759785175323486,552600.0,2185.21484375,550414.78515625,0.20143825188279152,0.1350682530355971,0.20143825188279152,255.5,258.0,,,8.709547108586058,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.408036470413208,1.4576541185379028,-3.1012563705444336,1.5212339162826538,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:25,dynamic_edge_traversal,edge_changed,7,SER_20260519_153636,True,5,4,29,26,1779197833.775486,1779197843.4515562,6,9.676070213317871,7.342645168304443,2.3334250450134277,2536200.0,2133.223876953125,2534066.776123047,0.2925499031941096,0.014545918516593839,0.2925499031941096,265.6666666666667,270.0,,,2.333612700077717,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.0453338623046875,1.9099736213684082,-3.093822956085205,4.713004112243652,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:41,dynamic_edge_traversal,edge_changed,8,SER_20260519_153636,True,5,4,26,25,1779197845.280122,1779197859.320829,8,14.040706872940063,13.86406135559082,0.17664551734924316,3770100.0,3972.968017578125,3766127.031982422,0.2642946559935808,0.06414648596350936,0.2642946559935808,264.0,268.0,,,1.5694014148613773,False,0.0,False,False,0.0,0.0,False,0.0,False,-3.1083781719207764,5.172542572021484,-2.999631404876709,8.539873123168945,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:37:49,dynamic_edge_traversal,edge_changed,9,SER_20260519_153636,True,5,4,25,23,1779197861.341577,1779197867.8417358,4,6.500158786773682,12.056227684020996,-5.5560688972473145,1689300.0,3449.790283203125,1685850.2097167969,0.23302599042654037,0.07665063106644605,0.23302599042654037,263.25,268.0,,,0.01047163009643607,True,0.0,False,False,0.0,0.0,False,0.0,False,-2.698539972305298,8.60736083984375,-2.636943817138672,10.052066802978516,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:38:00,dynamic_edge_traversal,edge_changed,10,SER_20260519_153636,True,5,4,23,20,1779197869.919193,1779197877.0720031,4,7.152810096740723,11.61013412475586,-4.457324028015137,1807200.0,3322.623291015625,1803877.3767089844,0.2579132989048958,0.08203763992676291,0.2579132989048958,260.5,262.0,,,0.6593431042556329,False,0.0,False,False,0.0,0.0,False,0.0,False,-2.646691083908081,10.644792556762695,-2.7298779487609863,12.331374168395996,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:38:11,dynamic_edge_traversal,edge_changed,11,SER_20260519_153636,True,5,4,20,22,1779197880.0967748,1779197889.819249,6,9.722474098205566,9.05349063873291,0.6689834594726562,2543062.5,2629.4033203125,2540433.0966796875,0.258586881061395,0.0683000540995578,0.13748285422722498,266.6666666666667,276.0,,,0.1991608619689944,True,0.0,False,False,0.0,0.0,True,0.3333333333333333,False,-3.103461980819702,12.363773345947266,-3.333554744720459,14.773650169372559,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
2026-05-19 15:39:06,dynamic_edge_traversal,edge_changed,12,SER_20260519_153636,True,5,4,22,19,1779197891.714679,1779197944.753849,32,53.039170026779175,17.457006454467773,35.5821635723114,10732162.5,5006.75244140625,10727155.747558594,0.03899276768788695,0.09673808607321985,0.03899276768788695,206.875,270.0,,,0.6097627399334733,False,0.0,False,True,0.84375,44.75179971009493,False,0.0,False,-3.3417115211486816,15.367899894714355,-3.415565252304077,17.210294723510742,runtime_gnn_pt:edge_cost_model.pt,temporal_model_ACTIVE_plus_geom:temporal_physics_delta_ts.pt,weighted_astar,1.2,0.7,0.30000000000000004
