local_time,command,value,ok,block_readback,release_readback,label
2026-05-19 15:36:37,BRAKE_OFF,,True,False,True,
2026-05-19 15:36:40,SEND_DEST,5,True,True,True,5,0,0.28205612301826477,V99_series_idx0,0-1-0,uint32,uint32
2026-05-19 15:36:43,BRAKE_OFF,,True,False,True,
2026-05-19 15:36:47,SEND_DEST,5,True,True,True,5,0,0.1757001280784607,V99_series_auto_resend1_idx0,0-1-0,uint32,uint32
2026-05-19 15:37:00,BRAKE_OFF,,True,False,True,
2026-05-19 15:37:03,SEND_DEST,4,True,True,True,4,0,-0.23781201243400574,V99_series_idx1,0-1-0,uint32,uint32
2026-05-19 15:37:06,BRAKE_OFF,,True,False,True,
2026-05-19 15:37:10,SEND_DEST,4,True,True,True,4,0,-0.13145601749420166,V99_series_auto_resend1_idx1,0-1-0,uint32,uint32
2026-05-19 15:38:57,BRAKE_OFF,,True,False,True,
2026-05-19 15:39:00,SEND_DEST,4,True,True,True,4,0,-0.29737135767936707,V99_series_resend_idx1,0-1-0,uint32,uint32
2026-05-19 15:39:15,BRAKE_OFF,,True,False,True,
2026-05-19 15:39:18,SEND_DEST,3,True,True,True,3,0,0.2544035315513611,V99_series_idx2,0-1-0,uint32,uint32
2026-05-19 15:39:21,BRAKE_OFF,,True,False,True,
2026-05-19 15:39:24,SEND_DEST,3,True,True,True,3,0,0.10040005296468735,V99_series_auto_resend1_idx2,0-1-0,uint32,uint32
2026-05-19 15:39:37,BRAKE_OFF,,True,False,True,
2026-05-19 15:39:41,SEND_DEST,2,True,True,True,2,0,-0.26631543040275574,V99_series_idx3,0-1-0,uint32,uint32
2026-05-19 15:39:43,BRAKE_OFF,,True,False,True,
2026-05-19 15:39:46,SEND_DEST,2,True,True,True,2,0,-0.29822221398353577,V99_series_auto_resend1_idx3,0-1-0,uint32,uint32
2026-05-19 15:40:04,BRAKE_OFF,,True,False,True,
2026-05-19 15:40:07,SEND_DEST,1,True,True,True,1,1,0.0,V99_series_idx4,0-1-0,uint32,uint32
2026-05-19 15:40:11,BRAKE_OFF,,True,False,True,
